TS,Asset,Action,Price,Mu,PnL,Balance,Reason
MDL_YNOR_MATRIX_META,MDL YNOR,META,0,0,0,0,"MATRICE FRACTALE MDL YNOR V2.0 | mu=alpha-beta-kappa"
